MoisturePercent,Organic,CategoryTypeEn,MilkTypeEn,MilkTreatmentTypeEn,RindTypeEn,FatLevel
0.537494625,0,3,4,0,2,1.0
0.699993,0,1,7,0,2,1.0
0.562494375,0,1,7,0,2,1.0
0.537494625,0,3,1,0,2,1.0
0.34999650000000004,0,0,1,0,2,0.0
0.2499975,0,0,1,0,2,1.0
0.27499724999999997,0,0,1,0,2,1.0
0.38749612499999997,0,0,1,0,2,1.0
0.537494625,0,4,1,0,2,1.0
0.38749612499999997,0,0,1,0,2,1.0
0.337496625,0,0,1,0,2,0.0
0.312496875,0,2,7,0,2,0.0
0.312496875,0,0,7,0,2,0.0
0.312496875,0,0,7,0,2,0.0
0.27499724999999997,0,3,4,1,2,0.0
0.312496875,0,0,1,0,2,0.0
0.399996,0,3,1,0,2,1.0
0.43836745480301553,0,4,1,0,2,1.0
0.43836745480301553,0,0,1,0,2,1.0
